Season,Name,Team,Name,Team,Season,IP,Pitches,K%,NameASCII,PlayerId,MLBAMID
2007,"Zack Greinke","KCR","Zack Greinke","KCR",2007,122,2083,0.20907298,"Zack Greinke",1943,425844
2007,"Buddy Carlyle","ATL","Buddy Carlyle","ATL",2007,107,1680,0.16017316,"Buddy Carlyle",2010,234194
2007,"Jorge De La Rosa","KCR","Jorge De La Rosa","KCR",2007,130,2152,0.13921902,"Jorge De La Rosa",2047,407822
2007,"Jeremy Guthrie","BAL","Jeremy Guthrie","BAL",2007,175.1,2677,0.17012448,"Jeremy Guthrie",2072,425386
2007,"Chien-Ming Wang","NYY","Chien-Ming Wang","NYY",2007,199.1,2861,0.12636695,"Chien-Ming Wang",2074,425426
2007,"Boof Bonser","MIN","Boof Bonser","MIN",2007,173,2823,0.1761658,"Boof Bonser",2159,425818
2007,"Ian Snell","PIT","Ian Snell","PIT",2007,208,3125,0.20068027,"Ian Snell",2227,430636
2007,"Adam Wainwright","STL","Adam Wainwright","STL",2007,202,3175,0.15419501,"Adam Wainwright",2233,425794
2007,"Wandy Rodriguez","HOU","Wandy Rodriguez","HOU",2007,182.2,3036,0.20204604,"Wandy Rodriguez",2586,434643
2007,"Chris Sampson","HOU","Chris Sampson","HOU",2007,121.2,1758,0.09770115,"Chris Sampson",2651,448200
2007,"Chris Young","SDP","Chris Young","SDP",2007,173,2884,0.23687943,"Chris Young",3196,432934
2007,"Ervin Santana","LAA","Ervin Santana","LAA",2007,150,2577,0.18666667,"Ervin Santana",3200,429722
2007,"Roberto Hernandez","CLE","Roberto Hernandez","CLE",2007,215,3137,0.15585893,"Roberto Hernandez",3273,433584
2007,"Brian Burres","BAL","Brian Burres","BAL",2007,121,2204,0.17173524,"Brian Burres",3425,434638
2007,"Kyle Davies","- - -","Kyle Davies","- - -",2007,136,2474,0.15764331,"Kyle Davies",3642,434678
2007,"Jesse Litsch","TOR","Jesse Litsch","TOR",2007,111,1771,0.10460251,"Jesse Litsch",3688,446209
2007,"Zach Duke","PIT","Zach Duke","PIT",2007,107.1,1717,0.08506224,"Zach Duke",3840,435043
2007,"Carlos Villanueva","MIL","Carlos Villanueva","MIL",2007,114.1,1902,0.20245399,"Carlos Villanueva",4138,453646
2007,"Jered Weaver","LAA","Jered Weaver","LAA",2007,161,2734,0.16546763,"Jered Weaver",4235,450308
2007,"Micah Owings","ARI","Micah Owings","ARI",2007,152.2,2488,0.16282642,"Micah Owings",4253,452249
2007,"Matt Albers","HOU","Matt Albers","HOU",2007,110.2,1897,0.13976378,"Matt Albers",4300,458006
2007,"Joe Saunders","LAA","Joe Saunders","LAA",2007,107.1,1773,0.14587738,"Joe Saunders",4366,434578
2007,"Kameron Loe","TEX","Kameron Loe","TEX",2007,136,2245,0.12682927,"Kameron Loe",4422,434180
2007,"Scott Olsen","FLA","Scott Olsen","FLA",2007,176.2,3060,0.16101695,"Scott Olsen",4529,435179
2007,"Dave Bush","MIL","Dave Bush","MIL",2007,186.1,2979,0.1654321,"Dave Bush",4635,433657
2007,"Jason Bergmann","WSN","Jason Bergmann","WSN",2007,115.1,1893,0.17916667,"Jason Bergmann",4640,456589
2007,"Brandon McCarthy","TEX","Brandon McCarthy","TEX",2007,101.2,1871,0.12854031,"Brandon McCarthy",4662,435221
2007,"Jeff Francis","COL","Jeff Francis","COL",2007,215.1,3485,0.17895879,"Jeff Francis",4684,433585
2007,"Matt Cain","SFG","Matt Cain","SFG",2007,200,3351,0.19591346,"Matt Cain",4732,430912
2007,"Félix Hernández","SEA","Félix Hernández","SEA",2007,190.1,3005,0.20420792,"Felix Hernandez",4772,433587
2007,"John Maine","NYM","John Maine","NYM",2007,191,3270,0.22222222,"John Maine",4773,429720
2007,"Rich Hill","CHC","Rich Hill","CHC",2007,195,3070,0.22536946,"Rich Hill",4806,448179
2007,"Joe Blanton","OAK","Joe Blanton","OAK",2007,230,3481,0.14736842,"Joe Blanton",4849,430599
2007,"Chuck James","ATL","Chuck James","ATL",2007,161.1,2677,0.16787265,"Chuck James",4886,460580
2007,"Scott Kazmir","TBD","Scott Kazmir","TBD",2007,206.2,3609,0.26944758,"Scott Kazmir",4897,431148
2007,"Brad Thompson","STL","Brad Thompson","STL",2007,129.1,1936,0.09137931,"Brad Thompson",4911,433581
2007,"Cole Hamels","PHI","Cole Hamels","PHI",2007,183.1,2791,0.23822342,"Cole Hamels",4972,430935
2007,"Tim Lincecum","SFG","Tim Lincecum","SFG",2007,146.1,2387,0.24271845,"Tim Lincecum",5705,453311
2007,"Brian Bannister","KCR","Brian Bannister","KCR",2007,165,2603,0.11273792,"Brian Bannister",5718,446454
2007,"Chad Billingsley","LAD","Chad Billingsley","LAD",2007,147,2518,0.22632424,"Chad Billingsley",5842,451532
2007,"Sean Marshall","CHC","Sean Marshall","CHC",2007,103.1,1653,0.15022422,"Sean Marshall",5905,445156
2007,"Matt Chico","WSN","Matt Chico","WSN",2007,167,2829,0.12583668,"Matt Chico",6068,453889
2007,"Scott Baker","MIN","Scott Baker","MIN",2007,143.2,2097,0.16831683,"Scott Baker",6176,435044
2007,"Shaun Marcum","TOR","Shaun Marcum","TOR",2007,159,2547,0.18484848,"Shaun Marcum",6204,451788
2007,"Kyle Kendrick","PHI","Kyle Kendrick","PHI",2007,121,1750,0.09819639,"Kyle Kendrick",6230,452718
2007,"Tom Gorzelanny","PIT","Tom Gorzelanny","PIT",2007,201.2,3312,0.15446224,"Tom Gorzelanny",6244,452733
2007,"Jason Hirsh","COL","Jason Hirsh","COL",2007,112.1,1767,0.1552795,"Jason Hirsh",6293,444865
2007,"John Danks","CHW","John Danks","CHW",2007,139,2407,0.17524116,"John Danks",6329,433579
2007,"James Shields","TBD","James Shields","TBD",2007,215,3177,0.21052632,"James Shields",7059,448306
2007,"Anthony Reyes","STL","Anthony Reyes","STL",2007,107.1,1839,0.15611814,"Anthony Reyes",7105,435039
2007,"Andy Sonnanstine","TBD","Andy Sonnanstine","TBD",2007,130.2,2098,0.17509025,"Andy Sonnanstine",7667,458567
2007,"Daisuke Matsuzaka","BOS","Daisuke Matsuzaka","BOS",2007,204.2,3480,0.22997712,"Daisuke Matsuzaka",7775,493137
2007,"Yovani Gallardo","MIL","Yovani Gallardo","MIL",2007,110.1,1771,0.2167382,"Yovani Gallardo",8173,451596
2007,"Dustin McGowan","TOR","Dustin McGowan","TOR",2007,169.2,2702,0.20425532,"Dustin McGowan",8600,430661
2007,"Paul Maholm","PIT","Paul Maholm","PIT",2007,177.2,2644,0.1372549,"Paul Maholm",8678,430904
2007,"Justin Verlander","DET","Justin Verlander","DET",2007,201.2,3354,0.2113164,"Justin Verlander",8700,434378
2008,"Jarrod Washburn","SEA","Jarrod Washburn","SEA",2008,153.2,2636,0.12888889,"Jarrod Washburn",40,132220
2008,"Miguel Batista","SEA","Miguel Batista","SEA",2008,115,2108,0.13129496,"Miguel Batista",46,110683
2008,"Randy Johnson","ARI","Randy Johnson","ARI",2008,184,2900,0.22236504,"Randy Johnson",60,116615
2008,"Greg Maddux","- - -","Greg Maddux","- - -",2008,194,2570,0.12189055,"Greg Maddux",104,118120
2008,"Jason Marquis","CHC","Jason Marquis","CHC",2008,167,2659,0.12330623,"Jason Marquis",105,150302
2008,"Kevin Millwood","TEX","Kevin Millwood","TEX",2008,168.2,2710,0.16297262,"Kevin Millwood",106,119154
2008,"Sidney Ponson","- - -","Sidney Ponson","- - -",2008,135.2,2164,0.09477124,"Sidney Ponson",161,132260
2008,"Derek Lowe","LAD","Derek Lowe","LAD",2008,211,3137,0.17273796,"Derek Lowe",199,117955
2008,"Pedro Martínez","NYM","Pedro Martínez","NYM",2008,109,1888,0.17647059,"Pedro Martinez",200,118377
2008,"Tim Wakefield","BOS","Tim Wakefield","BOS",2008,181,2788,0.15517241,"Tim Wakefield",219,123801
2008,"Mark Buehrle","CHW","Mark Buehrle","CHW",2008,218.2,3389,0.15250545,"Mark Buehrle",225,279824
2008,"Jon Garland","LAA","Jon Garland","LAA",2008,196.2,3186,0.10416667,"Jon Garland",232,279782
2008,"Carlos Zambrano","CHC","Carlos Zambrano","CHC",2008,188.2,3018,0.16331658,"Carlos Zambrano",305,407296
2008,"CC Sabathia","- - -","CC Sabathia","- - -",2008,253,3814,0.24535679,"CC Sabathia",404,282332
2008,"Brian Moehler","HOU","Brian Moehler","HOU",2008,150,2313,0.12615385,"Brian Moehler",480,119215
2008,"Josh Beckett","BOS","Josh Beckett","BOS",2008,174.1,2688,0.23724138,"Josh Beckett",510,277417
2008,"A.J. Burnett","TOR","A.J. Burnett","TOR",2008,221.1,3650,0.24137931,"A.J. Burnett",512,150359
2008,"Ryan Dempster","CHC","Ryan Dempster","CHC",2008,206.2,3341,0.21845794,"Ryan Dempster",517,133225
2008,"Braden Looper","STL","Braden Looper","STL",2008,199,3231,0.12826603,"Braden Looper",526,131702
2008,"Roy Oswalt","HOU","Roy Oswalt","HOU",2008,208.2,3094,0.19141531,"Roy Oswalt",571,400061
2008,"Tim Redding","WSN","Tim Redding","WSN",2008,182,3138,0.1517067,"Tim Redding",573,400062
2008,"Paul Byrd","- - -","Paul Byrd","- - -",2008,180,2532,0.10775296,"Paul Byrd",594,111838
2008,"Jeff Suppan","MIL","Jeff Suppan","MIL",2008,177.2,2827,0.11538462,"Jeff Suppan",633,122987
2008,"Odalis Perez","WSN","Odalis Perez","WSN",2008,159.2,2703,0.1673699,"Odalis Perez",668,136602
2008,"Ben Sheets","MIL","Ben Sheets","MIL",2008,198.1,3054,0.19458128,"Ben Sheets",710,282656
2008,"Kyle Lohse","STL","Kyle Lohse","STL",2008,200,3174,0.14183552,"Kyle Lohse",739,346798
2008,"Johan Santana","NYM","Johan Santana","NYM",2008,234.1,3598,0.21369295,"Johan Santana",755,276371
2008,"Javier Vazquez","CHW","Javier Vazquez","CHW",2008,208.1,3376,0.2247191,"Javier Vazquez",801,134320
2008,"Ted Lilly","CHC","Ted Lilly","CHC",2008,204.2,3240,0.21370499,"Ted Lilly",833,150404
2008,"Mike Mussina","NYY","Mike Mussina","NYY",2008,200.1,3135,0.18315018,"Mike Mussina",837,119608
2008,"Andy Pettitte","NYY","Andy Pettitte","NYY",2008,204,3274,0.17934166,"Andy Pettitte",840,120485
2008,"Justin Duchscherer","OAK","Justin Duchscherer","OAK",2008,141.2,2049,0.17055655,"Justin Duchscherer",910,407113
2008,"Tim Hudson","ATL","Tim Hudson","ATL",2008,142,2008,0.14834206,"Tim Hudson",921,218596
2008,"Barry Zito","SFG","Barry Zito","SFG",2008,180,3206,0.14669927,"Barry Zito",944,217096
2008,"Brett Myers","PHI","Brett Myers","PHI",2008,190,3016,0.1995104,"Brett Myers",962,408206
2008,"Vicente Padilla","TEX","Vicente Padilla","TEX",2008,171,2900,0.1677675,"Vicente Padilla",964,218894
2008,"Carlos Silva","SEA","Carlos Silva","SEA",2008,153.1,2458,0.10014514,"Carlos Silva",973,400067
2008,"Randy Wolf","- - -","Randy Wolf","- - -",2008,190.1,3172,0.19684083,"Randy Wolf",976,150116
2008,"Bronson Arroyo","CIN","Bronson Arroyo","CIN",2008,200,3436,0.18714122,"Bronson Arroyo",978,276520
2008,"Adam Eaton","PHI","Adam Eaton","PHI",2008,107,1801,0.11924686,"Adam Eaton",1029,284566
2008,"Jake Peavy","SDP","Jake Peavy","SDP",2008,173.2,2860,0.23413258,"Jake Peavy",1051,408241
2008,"Gil Meche","KCR","Gil Meche","KCR",2008,210.1,3555,0.20654628,"Gil Meche",1089,219194
2008,"Jamie Moyer","PHI","Jamie Moyer","PHI",2008,196.1,3167,0.14625446,"Jamie Moyer",1091,119469
2008,"Joel Pineiro","STL","Joel Pineiro","STL",2008,148.2,2227,0.1255814,"Joel Pineiro",1094,334492
2008,"Livan Hernandez","- - -","Livan Hernandez","- - -",2008,180,2801,0.08261406,"Livan Hernandez",1116,115817
2008,"Doug Davis","ARI","Doug Davis","ARI",2008,146,2478,0.17230769,"Doug Davis",1244,150277
2008,"R.A. Dickey","SEA","R.A. Dickey","SEA",2008,112.1,1914,0.116,"R.A. Dickey",1245,285079
2008,"Kenny Rogers","DET","Kenny Rogers","DET",2008,173.2,2847,0.10485934,"Kenny Rogers",1277,121386
2008,"Roy Halladay","TOR","Roy Halladay","TOR",2008,246,3560,0.20871327,"Roy Halladay",1303,136880
2008,"Aaron Harang","CIN","Aaron Harang","CIN",2008,184.1,3055,0.19293821,"Aaron Harang",1451,421685
2008,"John Lackey","LAA","John Lackey","LAA",2008,163.1,2426,0.19259259,"John Lackey",1507,407793
2008,"Oliver Pérez","NYM","Oliver Pérez","NYM",2008,194,3366,0.21251476,"Oliver Perez",1514,424144
2008,"Brandon Backe","HOU","Brandon Backe","HOU",2008,166.2,2789,0.16798942,"Brandon Backe",1529,407840
2008,"Aaron Cook","COL","Aaron Cook","COL",2008,211.1,3072,0.10835214,"Aaron Cook",1571,346871
2008,"Mark Hendrickson","FLA","Mark Hendrickson","FLA",2008,133.2,2265,0.13728814,"Mark Hendrickson",1574,424805
2008,"Nate Robertson","DET","Nate Robertson","DET",2008,168.2,2668,0.14191853,"Nate Robertson",1620,425146
2008,"Cliff Lee","CLE","Cliff Lee","CLE",2008,223.1,3289,0.19079686,"Cliff Lee",1636,424324
2008,"Seth McClung","MIL","Seth McClung","MIL",2008,105.1,1821,0.19078947,"Seth McClung",1657,425528
2008,"Jose Contreras","CHW","Jose Contreras","CHW",2008,121,1903,0.13409962,"Jose Contreras",1660,425747
2008,"Brandon Webb","ARI","Brandon Webb","ARI",2008,226.2,3358,0.19385593,"Brandon Webb",1692,425630
2008,"Todd Wellemeyer","STL","Todd Wellemeyer","STL",2008,191.2,3095,0.16604709,"Todd Wellemeyer",1709,425487
2008,"Dan Haren","ARI","Dan Haren","ARI",2008,216,3339,0.2338252,"Dan Haren",1757,429717
2008,"Kevin Correia","SFG","Kevin Correia","SFG",2008,110,1891,0.12840467,"Kevin Correia",1767,429781
2008,"Rich Harden","- - -","Rich Harden","- - -",2008,148,2457,0.30420168,"Rich Harden",1772,425848
2008,"Edwin Jackson","TBR","Edwin Jackson","TBR",2008,183.1,3056,0.13636364,"Edwin Jackson",1841,429719
2008,"Daniel Cabrera","BAL","Daniel Cabrera","BAL",2008,180,3020,0.11571255,"Daniel Cabrera",1931,425555
2008,"Zack Greinke","KCR","Zack Greinke","KCR",2008,202.1,3227,0.21504113,"Zack Greinke",1943,425844
2008,"Clayton Kershaw","LAD","Clayton Kershaw","LAD",2008,107.2,1859,0.21276596,"Clayton Kershaw",2036,477132
2008,"Jorge De La Rosa","COL","Jorge De La Rosa","COL",2008,130,2256,0.22416813,"Jorge De La Rosa",2047,407822
2008,"Jeremy Guthrie","BAL","Jeremy Guthrie","BAL",2008,190.2,3063,0.15075377,"Jeremy Guthrie",2072,425386
2008,"Boof Bonser","MIN","Boof Bonser","MIN",2008,118.1,1913,0.18233083,"Boof Bonser",2159,425818
2008,"Ian Snell","PIT","Ian Snell","PIT",2008,164.1,3005,0.17624021,"Ian Snell",2227,430636
2008,"Adam Wainwright","STL","Adam Wainwright","STL",2008,132,1951,0.16727941,"Adam Wainwright",2233,425794
2008,"Wandy Rodriguez","HOU","Wandy Rodriguez","HOU",2008,137.1,2276,0.22316865,"Wandy Rodriguez",2586,434643
2008,"Chris Sampson","HOU","Chris Sampson","HOU",2008,117.1,1635,0.12761506,"Chris Sampson",2651,448200
2008,"Joba Chamberlain","NYY","Joba Chamberlain","NYY",2008,100.1,1711,0.28297362,"Joba Chamberlain",2692,501955
2008,"Zach Miner","DET","Zach Miner","DET",2008,118,2027,0.12180747,"Zach Miner",3193,435261
2008,"Chris Young","SDP","Chris Young","SDP",2008,102.1,1743,0.21428571,"Chris Young",3196,432934
2008,"Ervin Santana","LAA","Ervin Santana","LAA",2008,219,3428,0.23857302,"Ervin Santana",3200,429722
2008,"Ryan Rowland-Smith","SEA","Ryan Rowland-Smith","SEA",2008,118.1,1947,0.15217391,"Ryan Rowland-Smith",3245,434884
2008,"Roberto Hernandez","CLE","Roberto Hernandez","CLE",2008,120.2,2028,0.10564663,"Roberto Hernandez",3273,433584
2008,"Hiroki Kuroda","LAD","Hiroki Kuroda","LAD",2008,183.1,2741,0.14948454,"Hiroki Kuroda",3283,493133
2008,"Matt Garza","TBR","Matt Garza","TBR",2008,184.2,2947,0.16580311,"Matt Garza",3340,490063
2008,"Ubaldo Jiménez","COL","Ubaldo Jiménez","COL",2008,198.2,3350,0.19815668,"Ubaldo Jimenez",3374,434622
2008,"Brian Burres","BAL","Brian Burres","BAL",2008,129.2,2173,0.1057047,"Brian Burres",3425,434638
2008,"Greg Smith","OAK","Greg Smith","OAK",2008,190.1,3093,0.13875,"Greg Smith",3455,460105
2008,"Kyle Davies","KCR","Kyle Davies","KCR",2008,113,1968,0.14579055,"Kyle Davies",3642,434678
2008,"Jesse Litsch","TOR","Jesse Litsch","TOR",2008,176,2755,0.13469388,"Jesse Litsch",3688,446209
2008,"Ricky Nolasco","FLA","Ricky Nolasco","FLA",2008,212.1,3243,0.21428571,"Ricky Nolasco",3830,445060
2008,"Zach Duke","PIT","Zach Duke","PIT",2008,185,2928,0.10494572,"Zach Duke",3840,435043
2008,"Gavin Floyd","CHW","Gavin Floyd","CHW",2008,206.1,3235,0.16514806,"Gavin Floyd",3886,425856
2008,"Edinson Volquez","CIN","Edinson Volquez","CIN",2008,196,3386,0.24582339,"Edinson Volquez",3990,450172
2008,"Carlos Villanueva","MIL","Carlos Villanueva","MIL",2008,108.1,1791,0.20043103,"Carlos Villanueva",4138,453646
2008,"Armando Galarraga","DET","Armando Galarraga","DET",2008,178.2,2780,0.1689008,"Armando Galarraga",4222,451482
2008,"Jered Weaver","LAA","Jered Weaver","LAA",2008,176.2,3041,0.20402685,"Jered Weaver",4235,450308
2008,"Micah Owings","ARI","Micah Owings","ARI",2008,104.2,1752,0.18669528,"Micah Owings",4253,452249
2008,"Nick Blackburn","MIN","Nick Blackburn","MIN",2008,193.1,2884,0.11664642,"Nick Blackburn",4270,448147
2008,"Manny Parra","MIL","Manny Parra","MIL",2008,166,2807,0.19838057,"Manny Parra",4279,448159
2008,"Joe Saunders","LAA","Joe Saunders","LAA",2008,198,3004,0.12763321,"Joe Saunders",4366,434578
2008,"Scott Olsen","FLA","Scott Olsen","FLA",2008,201.2,3107,0.13216374,"Scott Olsen",4529,435179
2008,"Dave Bush","MIL","Dave Bush","MIL",2008,185,2741,0.14285714,"Dave Bush",4635,433657
2008,"Jason Bergmann","WSN","Jason Bergmann","WSN",2008,139.2,2279,0.15635179,"Jason Bergmann",4640,456589
2008,"Jeff Francis","COL","Jeff Francis","COL",2008,143.2,2385,0.14779874,"Jeff Francis",4684,433585
2008,"Matt Cain","SFG","Matt Cain","SFG",2008,217.2,3606,0.19935691,"Matt Cain",4732,430912
2008,"Darrell Rasner","NYY","Darrell Rasner","NYY",2008,113.1,1960,0.13060429,"Darrell Rasner",4770,434480
2008,"Félix Hernández","SEA","Félix Hernández","SEA",2008,200.2,3199,0.2042007,"Felix Hernandez",4772,433587
2008,"John Maine","NYM","John Maine","NYM",2008,140,2540,0.20065789,"John Maine",4773,429720
2008,"Joe Blanton","- - -","Joe Blanton","- - -",2008,197.2,3250,0.12982456,"Joe Blanton",4849,430599
2008,"Scott Kazmir","TBR","Scott Kazmir","TBR",2008,152.1,2749,0.25897036,"Scott Kazmir",4897,431148
2008,"Jon Lester","BOS","Jon Lester","BOS",2008,210.1,3309,0.17391304,"Jon Lester",4930,452657
2008,"Cole Hamels","PHI","Cole Hamels","PHI",2008,227.1,3427,0.21444201,"Cole Hamels",4972,430935
2008,"Mike Pelfrey","NYM","Mike Pelfrey","NYM",2008,200.2,3323,0.12925969,"Mike Pelfrey",5203,460059
2008,"Dana Eveland","OAK","Dana Eveland","OAK",2008,168,2684,0.16010855,"Dana Eveland",5508,445968
2008,"Jair Jurrjens","ATL","Jair Jurrjens","ATL",2008,188.1,3081,0.17097171,"Jair Jurrjens",5556,457453
2008,"Jo-Jo Reyes","ATL","Jo-Jo Reyes","ATL",2008,113,1939,0.15234375,"Jo-Jo Reyes",5559,457456
2008,"Tim Lincecum","SFG","Tim Lincecum","SFG",2008,227,3682,0.28556034,"Tim Lincecum",5705,453311
2008,"Brian Bannister","KCR","Brian Bannister","KCR",2008,182.2,3145,0.13933416,"Brian Bannister",5718,446454
2008,"Chad Billingsley","LAD","Chad Billingsley","LAD",2008,200.2,3324,0.23399302,"Chad Billingsley",5842,451532
2008,"Scott Baker","MIN","Scott Baker","MIN",2008,172.1,2694,0.20056899,"Scott Baker",6176,435044
2008,"Shaun Marcum","TOR","Shaun Marcum","TOR",2008,151.1,2330,0.1952381,"Shaun Marcum",6204,451788
2008,"Kyle Kendrick","PHI","Kyle Kendrick","PHI",2008,155.2,2620,0.09418283,"Kyle Kendrick",6230,452718
2008,"Tom Gorzelanny","PIT","Tom Gorzelanny","PIT",2008,105.1,1902,0.13673469,"Tom Gorzelanny",6244,452733
2008,"Scott Feldman","TEX","Scott Feldman","TEX",2008,151.1,2481,0.11367127,"Scott Feldman",6283,444857
2008,"John Danks","CHW","John Danks","CHW",2008,195,3144,0.19776119,"John Danks",6329,433579
2008,"Andrew Miller","FLA","Andrew Miller","FLA",2008,107.1,1935,0.18089431,"Andrew Miller",6785,453192
2008,"Johnny Cueto","CIN","Johnny Cueto","CIN",2008,174,3036,0.20546164,"Johnny Cueto",6893,456501
2008,"Luke Hochevar","KCR","Luke Hochevar","KCR",2008,129,2077,0.12720848,"Luke Hochevar",6943,460024
2008,"James Shields","TBR","James Shields","TBR",2008,215,3131,0.18244014,"James Shields",7059,448306
2008,"John Lannan","WSN","John Lannan","WSN",2008,182,2946,0.15019255,"John Lannan",7080,458709
2008,"Jonathan Sánchez","SFG","Jonathan Sánchez","SFG",2008,158,2830,0.22589928,"Jonathan Sanchez",7507,456043
2008,"Andy Sonnanstine","TBR","Andy Sonnanstine","TBR",2008,193.1,2922,0.15140415,"Andy Sonnanstine",7667,458567
2008,"Daisuke Matsuzaka","BOS","Daisuke Matsuzaka","BOS",2008,167.2,2904,0.2150838,"Daisuke Matsuzaka",7775,493137
2008,"Glen Perkins","MIN","Glen Perkins","MIN",2008,151,2365,0.11195159,"Glen Perkins",8041,450282
2008,"Cha Seung Baek","- - -","Cha Seung Baek","- - -",2008,141,2268,0.15282392,"Cha Seung Baek",8214,430657
2008,"Sean Gallagher","- - -","Sean Gallagher","- - -",2008,115.1,2094,0.19731801,"Sean Gallagher",8261,451595
2008,"Dustin McGowan","TOR","Dustin McGowan","TOR",2008,111.1,1802,0.17932489,"Dustin McGowan",8600,430661
2008,"Paul Maholm","PIT","Paul Maholm","PIT",2008,206.1,3042,0.16295428,"Paul Maholm",8678,430904
2008,"Jorge Campillo","ATL","Jorge Campillo","ATL",2008,158.2,2492,0.16335878,"Jorge Campillo",8686,435658
2008,"Justin Verlander","DET","Justin Verlander","DET",2008,201,3528,0.18522727,"Justin Verlander",8700,434378
2008,"Jeremy Sowers","CLE","Jeremy Sowers","CLE",2008,121,2023,0.12007505,"Jeremy Sowers",9083,460265
2008,"Garrett Olson","BAL","Garrett Olson","BAL",2008,132.2,2317,0.13365539,"Garrett Olson",9889,457796
2008,"Kevin Slowey","MIN","Kevin Slowey","MIN",2008,160.1,2516,0.18836141,"Kevin Slowey",9918,458713
2009,"Jarrod Washburn","- - -","Jarrod Washburn","- - -",2009,176,2727,0.13812155,"Jarrod Washburn",40,132220
2009,"Jason Marquis","COL","Jason Marquis","COL",2009,216,3247,0.12486428,"Jason Marquis",105,150302
2009,"Kevin Millwood","TEX","Kevin Millwood","TEX",2009,198.2,3273,0.14470588,"Kevin Millwood",106,119154
2009,"Derek Lowe","ATL","Derek Lowe","ATL",2009,194.2,3219,0.12982456,"Derek Lowe",199,117955
2009,"Tim Wakefield","BOS","Tim Wakefield","BOS",2009,129.2,2020,0.12587413,"Tim Wakefield",219,123801
2009,"Mark Buehrle","CHW","Mark Buehrle","CHW",2009,213.1,3213,0.1201373,"Mark Buehrle",225,279824
2009,"Jon Garland","- - -","Jon Garland","- - -",2009,204,3255,0.12358277,"Jon Garland",232,279782
2009,"Carlos Zambrano","CHC","Carlos Zambrano","CHC",2009,169.1,2843,0.20736698,"Carlos Zambrano",305,407296
2009,"CC Sabathia","NYY","CC Sabathia","NYY",2009,230,3587,0.21002132,"CC Sabathia",404,282332
2009,"Mike Hampton","HOU","Mike Hampton","HOU",2009,112,1849,0.14979757,"Mike Hampton",430,115399
2009,"Brian Moehler","HOU","Brian Moehler","HOU",2009,154.2,2516,0.13112392,"Brian Moehler",480,119215
2009,"Josh Beckett","BOS","Josh Beckett","BOS",2009,212.1,3367,0.22536806,"Josh Beckett",510,277417
2009,"A.J. Burnett","NYY","A.J. Burnett","NYY",2009,207,3462,0.21763393,"A.J. Burnett",512,150359
2009,"Ryan Dempster","CHC","Ryan Dempster","CHC",2009,200,3159,0.20427553,"Ryan Dempster",517,133225
2009,"Braden Looper","MIL","Braden Looper","MIL",2009,194.2,3275,0.11547344,"Braden Looper",526,131702
2009,"Brad Penny","- - -","Brad Penny","- - -",2009,173.1,2952,0.14513981,"Brad Penny",535,207267
2009,"Roy Oswalt","HOU","Roy Oswalt","HOU",2009,181.1,2784,0.18229855,"Roy Oswalt",571,400061
2009,"Tim Redding","NYM","Tim Redding","NYM",2009,120,1985,0.1447619,"Tim Redding",573,400062
2009,"Jeff Suppan","MIL","Jeff Suppan","MIL",2009,161.2,2740,0.10695187,"Jeff Suppan",633,122987
2009,"Kyle Lohse","STL","Kyle Lohse","STL",2009,117.2,1965,0.15039063,"Kyle Lohse",739,346798
2009,"Johan Santana","NYM","Johan Santana","NYM",2009,166.2,2575,0.20827389,"Johan Santana",755,276371
2009,"Carl Pavano","- - -","Carl Pavano","- - -",2009,199.1,3106,0.17213115,"Carl Pavano",790,134321
2009,"Javier Vazquez","ATL","Javier Vazquez","ATL",2009,219.1,3315,0.27231121,"Javier Vazquez",801,134320
2009,"Ted Lilly","CHC","Ted Lilly","CHC",2009,177,2671,0.21388102,"Ted Lilly",833,150404
2009,"Andy Pettitte","NYY","Andy Pettitte","NYY",2009,194.2,3287,0.17745803,"Andy Pettitte",840,120485
2009,"Barry Zito","SFG","Barry Zito","SFG",2009,192,3204,0.18826406,"Barry Zito",944,217096
2009,"Vicente Padilla","- - -","Vicente Padilla","- - -",2009,147.1,2447,0.15299685,"Vicente Padilla",964,218894
2009,"Randy Wolf","LAD","Randy Wolf","LAD",2009,214.1,3286,0.18561485,"Randy Wolf",976,150116
2009,"Bronson Arroyo","CIN","Bronson Arroyo","CIN",2009,220.1,3407,0.1375948,"Bronson Arroyo",978,276520
2009,"Jake Peavy","- - -","Jake Peavy","- - -",2009,101.2,1575,0.26829268,"Jake Peavy",1051,408241
2009,"Gil Meche","KCR","Gil Meche","KCR",2009,129,2279,0.16351119,"Gil Meche",1089,219194
2009,"Jamie Moyer","PHI","Jamie Moyer","PHI",2009,162,2652,0.13447783,"Jamie Moyer",1091,119469
2009,"Joel Pineiro","STL","Joel Pineiro","STL",2009,214,2954,0.12138728,"Joel Pineiro",1094,334492
2009,"Livan Hernandez","- - -","Livan Hernandez","- - -",2009,183.2,2977,0.12655087,"Livan Hernandez",1116,115817
2009,"Tommy Hunter","TEX","Tommy Hunter","TEX",2009,112,1738,0.13473684,"Tommy Hunter",1157,488984
2009,"Doug Davis","ARI","Doug Davis","ARI",2009,203.1,3470,0.16422947,"Doug Davis",1244,150277
2009,"Chris Carpenter","STL","Chris Carpenter","STL",2009,192.2,2670,0.192,"Chris Carpenter",1292,112020
2009,"Roy Halladay","TOR","Roy Halladay","TOR",2009,239,3394,0.21599169,"Roy Halladay",1303,136880
